OrphaCode,DisorderName,GeneSymbol,GeneName,GeneLocus
648,Noonan syndrome,KRAS,"KRAS proto-oncogene, GTPase",12p12.1
648,Noonan syndrome,RAF1,"Raf-1 proto-oncogene, serine/threonine kinase",3p25.2
648,Noonan syndrome,NRAS,"NRAS proto-oncogene, GTPase",1p13.2
648,Noonan syndrome,RIT1,Ras like without CAAX 1,1q22
648,Noonan syndrome,LZTR1,leucine zipper like post translational regulator 1,22q11.21
648,Noonan syndrome,RASA2,RAS p21 protein activator 2,3q23
648,Noonan syndrome,SOS2,SOS Ras/Rho guanine nucleotide exchange factor 2,14q21.3
648,Noonan syndrome,BRAF,"B-Raf proto-oncogene, serine/threonine kinase",7q34
281,Monosomy 5p syndrome,SEMA5A,semaphorin 5A,5p15.31
281,Monosomy 5p syndrome,CTNND2,catenin delta 2,5p15.2
752,"46,XY difference of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency",HSD17B3,hydroxysteroid 17-beta dehydrogenase 3,9q22.32
510,Lesch-Nyhan syndrome,HPRT1,hypoxanthine phosphoribosyltransferase 1,Xq26.2-q26.3
524,Li-Fraumeni syndrome,CDKN2A,cyclin dependent kinase inhibitor 2A,9p21.3
524,Li-Fraumeni syndrome,MDM2,MDM2 proto-oncogene,12q15
524,Li-Fraumeni syndrome,TP53,tumor protein p53,17p13.1
524,Li-Fraumeni syndrome,CHEK2,checkpoint kinase 2,22q12.1
640,Hereditary neuropathy with liability to pressure palsies,PMP22,peripheral myelin protein 22,17p12
640,Hereditary neuropathy with liability to pressure palsies,PMP22,peripheral myelin protein 22,17p12
60,Alpha-1-antitrypsin deficiency,SERPINA1,serpin family A member 1,14q32.13
895,Waardenburg syndrome type 2,KITLG,KIT ligand,12q21.32
895,Waardenburg syndrome type 2,TYR,tyrosinase,11q14.3
895,Waardenburg syndrome type 2,SNAI2,snail family transcriptional repressor 2,8q11.21
895,Waardenburg syndrome type 2,SOX10,SRY-box transcription factor 10,22q13.1
895,Waardenburg syndrome type 2,MITF,melanocyte inducing transcription factor,3p13
895,Waardenburg syndrome type 2,EDNRB,endothelin receptor type B,13q22.3
896,Waardenburg syndrome type 3,PAX3,paired box 3,2q36.1
857,Townes-Brocks syndrome,SALL1,spalt like transcription factor 1,16q12.1
857,Townes-Brocks syndrome,DACT1,dishevelled binding antagonist of beta catenin 1,14q23.1
894,Waardenburg syndrome type 1,PAX3,paired box 3,2q36.1
682,Hyperkalemic periodic paralysis,SCN4A,sodium voltage-gated channel alpha subunit 4,17q23.3
800,Schwartz-Jampel syndrome,HSPG2,heparan sulfate proteoglycan 2,1p36.12
628,Diastrophic dysplasia,SLC26A2,solute carrier family 26 member 2,5q32
681,Hypokalemic periodic paralysis,SCN4A,sodium voltage-gated channel alpha subunit 4,17q23.3
681,Hypokalemic periodic paralysis,CACNA1S,calcium voltage-gated channel subunit alpha1 S,1q32.1
681,Hypokalemic periodic paralysis,KCNE3,potassium voltage-gated channel subfamily E regulatory subunit 3,11q13.4
107,BOR syndrome,SIX1,SIX homeobox 1,14q23.1
107,BOR syndrome,EYA1,EYA transcriptional coactivator and phosphatase 1,8q13.3
107,BOR syndrome,SIX5,SIX homeobox 5,19q13.32
774,Hereditary hemorrhagic telangiectasia,ACVRL1,activin A receptor like type 1,12q13.13
774,Hereditary hemorrhagic telangiectasia,SMAD4,SMAD family member 4,18q21.2
774,Hereditary hemorrhagic telangiectasia,ENG,endoglin,9q34.11
774,Hereditary hemorrhagic telangiectasia,GDF2,growth differentiation factor 2,10q11.22
794,Saethre-Chotzen syndrome,FGFR3,fibroblast growth factor receptor 3,4p16.3
794,Saethre-Chotzen syndrome,FGFR2,fibroblast growth factor receptor 2,10q26.13
794,Saethre-Chotzen syndrome,TWIST1,twist family bHLH transcription factor 1,7p21.1
2869,Peutz-Jeghers syndrome,STK11,serine/threonine kinase 11,19p13.3
893,WAGR syndrome,WT1,WT1 transcription factor,11p13
893,WAGR syndrome,PAX6,paired box 6,11p13
893,WAGR syndrome,BDNF,brain derived neurotrophic factor,11p14.1
912,Zellweger syndrome,PEX11B,peroxisomal biogenesis factor 11 beta,1q21.1
912,Zellweger syndrome,PEX2,peroxisomal biogenesis factor 2,8q21.13
912,Zellweger syndrome,PEX1,peroxisomal biogenesis factor 1,7q21.2
912,Zellweger syndrome,PEX10,peroxisomal biogenesis factor 10,1p36.32
912,Zellweger syndrome,PEX12,peroxisomal biogenesis factor 12,17q12
912,Zellweger syndrome,PEX13,peroxisomal biogenesis factor 13,2p15
912,Zellweger syndrome,PEX14,peroxisomal biogenesis factor 14,1p36.22
912,Zellweger syndrome,PEX16,peroxisomal biogenesis factor 16,11p11.2
912,Zellweger syndrome,PEX19,peroxisomal biogenesis factor 19,1q23.2
912,Zellweger syndrome,PEX26,peroxisomal biogenesis factor 26,22q11.21
912,Zellweger syndrome,PEX3,peroxisomal biogenesis factor 3,6q24.2
912,Zellweger syndrome,PEX5,peroxisomal biogenesis factor 5,12p13.31
912,Zellweger syndrome,PEX6,peroxisomal biogenesis factor 6,6p21.1
53,Albers-Schönberg osteopetrosis,CLCN7,chloride voltage-gated channel 7,16p13.3
14,Abetalipoproteinemia,MTTP,microsomal triglyceride transfer protein,4q23
167,Chédiak-Higashi syndrome,LYST,lysosomal trafficking regulator,1q42.3
207,Crouzon syndrome,FGFR2,fibroblast growth factor receptor 2,10q26.13
207,Crouzon syndrome,ERF,ETS2 repressor factor,19q13.2
201,Cowden syndrome,PTEN,phosphatase and tensin homolog,10q23.31
201,Cowden syndrome,USF3,upstream transcription factor family member 3,3q13.2
201,Cowden syndrome,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",3q26.32
201,Cowden syndrome,SDHB,succinate dehydrogenase complex iron sulfur subunit B,1p36.13
201,Cowden syndrome,SDHD,succinate dehydrogenase complex subunit D,11q23.1
201,Cowden syndrome,SDHC,succinate dehydrogenase complex subunit C,1q23.3
201,Cowden syndrome,SEC23B,"SEC23 homolog B, COPII coat complex component",20p11.23
201,Cowden syndrome,AKT1,AKT serine/threonine kinase 1,14q32.33
201,Cowden syndrome,KLLN,"killin, p53 regulated DNA replication inhibitor",10q23
192,Coffin-Lowry syndrome,RPS6KA3,ribosomal protein S6 kinase A3,Xp22.12
169808,Mild hemophilia A,F8,coagulation factor VIII,Xq28
169802,Severe hemophilia A,F8,coagulation factor VIII,Xq28
169805,Moderate hemophilia A,F8,coagulation factor VIII,Xq28
562,McCune-Albright syndrome,GNAS,GNAS complex locus,20q13.32
565,Menkes disease,ATP7A,ATPase copper transporting alpha,Xq21.1
474,Jeune syndrome,KIAA0753,KIAA0753,17p13.1
474,Jeune syndrome,DYNC2LI1,dynein cytoplasmic 2 light intermediate chain 1,2p21
474,Jeune syndrome,IFT80,intraflagellar transport 80,3q25.33
474,Jeune syndrome,DYNC2H1,dynein cytoplasmic 2 heavy chain 1,11q22.3
474,Jeune syndrome,TTC21B,tetratricopeptide repeat domain 21B,2q24.3
474,Jeune syndrome,WDR19,WD repeat domain 19,4p14
474,Jeune syndrome,IFT140,intraflagellar transport 140,16p13.3
474,Jeune syndrome,DYNC2I1,dynein 2 intermediate chain 1,7q36.3
474,Jeune syndrome,IFT172,intraflagellar transport 172,2p23.3
474,Jeune syndrome,DYNC2I2,dynein 2 intermediate chain 2,9q34.11
474,Jeune syndrome,CEP120,centrosomal protein 120,5q23.2
540,Familial hemophagocytic lymphohistiocytosis,PRF1,perforin 1,10q22.1
540,Familial hemophagocytic lymphohistiocytosis,STX11,syntaxin 11,6q24.2
540,Familial hemophagocytic lymphohistiocytosis,UNC13D,unc-13 homolog D,17q25.3
540,Familial hemophagocytic lymphohistiocytosis,STXBP2,syntaxin binding protein 2,19p13.2
568,"Microphthalmia, Lenz type",BCOR,BCL6 corepressor,Xp11.4
568,"Microphthalmia, Lenz type",NAA10,"N-alpha-acetyltransferase 10, NatA catalytic subunit",Xq28
564,Meckel syndrome,TXNDC15,thioredoxin domain containing 15,5q31.1
564,Meckel syndrome,TMEM107,transmembrane protein 107,17p13.1
564,Meckel syndrome,TCTN1,tectonic family member 1,12q24.11
564,Meckel syndrome,TMEM237,transmembrane protein 237,2q33.1
564,Meckel syndrome,RPGRIP1,RPGR interacting protein 1,14q11.2
564,Meckel syndrome,CEP290,centrosomal protein 290,12q21.32
564,Meckel syndrome,TMEM67,transmembrane protein 67,8q22.1
564,Meckel syndrome,MKS1,MKS transition zone complex subunit 1,17q22
564,Meckel syndrome,RPGRIP1L,RPGRIP1 like,16q12.2
564,Meckel syndrome,CC2D2A,coiled-coil and C2 domain containing 2A,4p15.32
564,Meckel syndrome,TMEM216,transmembrane protein 216,11q13.1
564,Meckel syndrome,TCTN3,tectonic family member 3,10q24.1
564,Meckel syndrome,TCTN2,tectonic family member 2,12q24.31
564,Meckel syndrome,B9D1,B9 domain containing 1,17p11.2
564,Meckel syndrome,B9D2,B9 domain containing 2,19q13.2
564,Meckel syndrome,TMEM231,transmembrane protein 231,16q23.1
564,Meckel syndrome,CSPP1,centrosome and spindle pole associated protein 1,8q13.1-q13.2
289,Ellis Van Creveld syndrome,DYNC2LI1,dynein cytoplasmic 2 light intermediate chain 1,2p21
289,Ellis Van Creveld syndrome,GLI1,GLI family zinc finger 1,12q13.3
289,Ellis Van Creveld syndrome,EVC2,EvC ciliary complex subunit 2,4p16.2
289,Ellis Van Creveld syndrome,EVC,EvC ciliary complex subunit 1,4p16.2
289,Ellis Van Creveld syndrome,PRKACA,protein kinase cAMP-activated catalytic subunit alpha,19p13.12
289,Ellis Van Creveld syndrome,PRKACB,protein kinase cAMP-activated catalytic subunit beta,1p31.1
258,Laminin subunit alpha 2-related congenital muscular dystrophy,LAMA2,laminin subunit alpha 2,6q22.33
1646,Chromosome Y microdeletion syndrome,AZF1,azoospermia factor 1,Yq11
1646,Chromosome Y microdeletion syndrome,USP9Y,ubiquitin specific peptidase 9 Y-linked,Yq11.221
1646,Chromosome Y microdeletion syndrome,DAZ1,deleted in azoospermia 1,Yq11.223
1646,Chromosome Y microdeletion syndrome,DAZ2,deleted in azoospermia 2,Yq11.223
1646,Chromosome Y microdeletion syndrome,DAZ3,deleted in azoospermia 3,Yq11.23
1646,Chromosome Y microdeletion syndrome,DAZ4,deleted in azoospermia 4,Yq11.23
1646,Chromosome Y microdeletion syndrome,DDX3Y,DEAD-box helicase 3 Y-linked,Yq11.221
1646,Chromosome Y microdeletion syndrome,RBMY1A1,RNA binding motif protein Y-linked family 1 member A1,Yq11.223
1646,Chromosome Y microdeletion syndrome,TSPY1,testis specific protein Y-linked 1,Yp11.2
169464,Primary CD59 deficiency,CD59,CD59 molecule (CD59 blood group),11p13
87,Apert syndrome,FGFR2,fibroblast growth factor receptor 2,10q26.13
97,Familial paroxysmal ataxia,CACNA1A,calcium voltage-gated channel subunit alpha1 A,19p13.13
169467,Recurrent Neisseria infections due to factor D deficiency,CFD,complement factor D,19p13.3
313,Lamellar ichthyosis,SULT2B1,sulfotransferase family 2B member 1,19q13.33
313,Lamellar ichthyosis,ASPRV1,aspartic peptidase retroviral like 1,2p13.3
313,Lamellar ichthyosis,SDR9C7,short chain dehydrogenase/reductase family 9C member 7,12q13.3
313,Lamellar ichthyosis,ABCA12,ATP binding cassette subfamily A member 12,2q35
313,Lamellar ichthyosis,ALOX12B,"arachidonate 12-lipoxygenase, 12R type",17p13.1
313,Lamellar ichthyosis,ALOXE3,arachidonate epidermal lipoxygenase 3,17p13.1
313,Lamellar ichthyosis,TGM1,transglutaminase 1,14q12
313,Lamellar ichthyosis,CYP4F22,cytochrome P450 family 4 subfamily F member 22,19p13.12
313,Lamellar ichthyosis,NIPAL4,NIPA like domain containing 4,5q33.3
313,Lamellar ichthyosis,LIPN,lipase family member N,10q23.31
169799,Mild hemophilia B,F9,coagulation factor IX,Xq27.1
169796,Moderate hemophilia B,F9,coagulation factor IX,Xq27.1
169793,Severe hemophilia B,F9,coagulation factor IX,Xq27.1
1000,Ocular albinism with late-onset sensorineural deafness,AP3D1,adaptor related protein complex 3 subunit delta 1,19p13.3
171430,Severe congenital nemaline myopathy,ACTA1,"actin alpha 1, skeletal muscle",1q42.13
171430,Severe congenital nemaline myopathy,NEB,nebulin,2q23.3
171430,Severe congenital nemaline myopathy,KLHL40,kelch like family member 40,3p22.1
171430,Severe congenital nemaline myopathy,KLHL41,kelch like family member 41,2q31.1
171430,Severe congenital nemaline myopathy,LMOD3,leiomodin 3,3p14.1
171433,Intermediate nemaline myopathy,TPM3,tropomyosin 3,1q21.3
171433,Intermediate nemaline myopathy,ACTA1,"actin alpha 1, skeletal muscle",1q42.13
171433,Intermediate nemaline myopathy,NEB,nebulin,2q23.3
171433,Intermediate nemaline myopathy,KLHL41,kelch like family member 41,2q31.1
171436,Typical nemaline myopathy,ACTA1,"actin alpha 1, skeletal muscle",1q42.13
171436,Typical nemaline myopathy,CFL2,cofilin 2,14q13.1
171436,Typical nemaline myopathy,TPM2,tropomyosin 2,9p13.3
171436,Typical nemaline myopathy,NEB,nebulin,2q23.3
171436,Typical nemaline myopathy,KLHL41,kelch like family member 41,2q31.1
171436,Typical nemaline myopathy,LMOD3,leiomodin 3,3p14.1
171439,Childhood-onset nemaline myopathy,TPM2,tropomyosin 2,9p13.3
171439,Childhood-onset nemaline myopathy,MYPN,myopalladin,10q21.3
171439,Childhood-onset nemaline myopathy,ACTA1,"actin alpha 1, skeletal muscle",1q42.13
171439,Childhood-onset nemaline myopathy,TPM3,tropomyosin 3,1q21.3
171439,Childhood-onset nemaline myopathy,NEB,nebulin,2q23.3
171439,Childhood-onset nemaline myopathy,KBTBD13,kelch repeat and BTB domain containing 13,15q22.31
171439,Childhood-onset nemaline myopathy,KLHL41,kelch like family member 41,2q31.1
171445,Muscle filaminopathy,FLNC,filamin C,7q32.1
171607,X-linked spastic paraplegia type 34,SPG34,spastic paraplegia 34 (autosomal dominant),reserved
2771,Bruck syndrome,PLOD2,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",3q24
2771,Bruck syndrome,FKBP10,FKBP prolyl isomerase 10,17q21.2
171612,Autosomal dominant spastic paraplegia type 37,SPG37,spastic paraplegia 37 (autosomal dominant),8p21.2-q13.3
171612,Autosomal dominant spastic paraplegia type 37,KPNA3,karyopherin subunit alpha 3,13q14.2
171617,Autosomal dominant spastic paraplegia type 38,SPG38,"spastic paraplegia 38 (autosomal dominant, Silver syndrome)",4p16-p15
1349,Mitochondrial DNA-related cardiomyopathy and hearing loss,MT-TK,mitochondrially encoded tRNA-Lys (AAA/G),mitochondria
171622,Autosomal recessive spastic paraplegia type 32,SPG32,spastic paraplegia 32 (autosomal recessive),14q12-q21
171629,Autosomal recessive spastic paraplegia type 35,FA2H,fatty acid 2-hydroxylase,16q23.1
861,Treacher-Collins syndrome,POLR1B,RNA polymerase I subunit B,2q14.1
861,Treacher-Collins syndrome,TCOF1,treacle ribosome biogenesis factor 1,5q32-q33.1
861,Treacher-Collins syndrome,POLR1D,RNA polymerase I and III subunit D,13q12.2
861,Treacher-Collins syndrome,POLR1C,RNA polymerase I and III subunit C,6p21.1
308,Progressive myoclonic epilepsy type 1,CSTB,cystatin B,21q22.3
308,Progressive myoclonic epilepsy type 1,SCARB2,scavenger receptor class B member 2,4q21.1
308,Progressive myoclonic epilepsy type 1,PRICKLE1,prickle planar cell polarity protein 1,12q12
199,Cornelia de Lange syndrome,SMC1A,structural maintenance of chromosomes 1A,Xp11.22
199,Cornelia de Lange syndrome,NIPBL,NIPBL cohesin loading factor,5p13.2
199,Cornelia de Lange syndrome,SMC3,structural maintenance of chromosomes 3,10q25.2
199,Cornelia de Lange syndrome,HDAC8,histone deacetylase 8,Xq13.1
199,Cornelia de Lange syndrome,RAD21,RAD21 cohesin complex component,8q24.11
199,Cornelia de Lange syndrome,BRD4,bromodomain containing 4,19p13.12
930,Idiopathic achalasia,CRLF1,cytokine receptor like factor 1,19p12
930,Idiopathic achalasia,HLA-DQA1,"major histocompatibility complex, class II, DQ alpha 1",6p21.32
930,Idiopathic achalasia,HLA-DQB1,"major histocompatibility complex, class II, DQ beta 1",6p21.32
930,Idiopathic achalasia,NOS1,nitric oxide synthase 1,12q24.22
1727,22q11.2 duplication syndrome,TBX1,T-box transcription factor 1,22q11.21
169079,Cernunnos-XLF deficiency,NHEJ1,non-homologous end joining factor 1,2q35
168984,CLAPO syndrome,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",3q26.32
169100,Immunodeficiency due to CD25 deficiency,IL2RA,interleukin 2 receptor subunit alpha,10p15.1
169095,Severe combined immunodeficiency due to FOXN1 deficiency,FOXN1,forkhead box N1,17q11.2
169082,Combined immunodeficiency due to CD3gamma deficiency,CD3G,CD3 gamma subunit of T-cell receptor complex,11q23.3
169085,Susceptibility to respiratory infections associated with CD8alpha chain mutation,CD8A,CD8 subunit alpha,2p11.2
168829,Primary peritoneal carcinoma,BRCA1,BRCA1 DNA repair associated,17q21.31
753,"46,XY difference of sex development due to 5-alpha-reductase 2 deficiency",SRD5A2,steroid 5 alpha-reductase 2,2p23.1
868,Triose phosphate-isomerase deficiency,TPI1,triosephosphate isomerase 1,12p13.31
218,Darier disease,ATP2A2,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2,12q24.11
168796,"Heart-hand syndrome, Slovenian type",LMNA,lamin A/C,1q22
1465,Coffin-Siris syndrome,ARID2,AT-rich interaction domain 2,12q12
1465,Coffin-Siris syndrome,SMARCB1,SWI/SNF related BAF chromatin remodeling complex subunit B1,22q11.23
1465,Coffin-Siris syndrome,SMARCA4,SWI/SNF related BAF chromatin remodeling complex subunit ATPase 4,19p13.2
1465,Coffin-Siris syndrome,ARID1B,AT-rich interaction domain 1B,6q25.3
1465,Coffin-Siris syndrome,ARID1A,AT-rich interaction domain 1A,1p36.11
1465,Coffin-Siris syndrome,SMARCE1,SWI/SNF related BAF chromatin remodeling complex subunit E1,17q21.2
1465,Coffin-Siris syndrome,SOX11,SRY-box transcription factor 11,2p25.2
1465,Coffin-Siris syndrome,SOX4,SRY-box transcription factor 4,6p22.3
1465,Coffin-Siris syndrome,DPF2,double PHD fingers 2,11q13.1
1465,Coffin-Siris syndrome,SMARCD1,SWI/SNF related BAF chromatin remodeling complex subunit D1,12q13.12
1465,Coffin-Siris syndrome,SMARCC2,SWI/SNF related BAF chromatin remodeling complex subunit C2,12q13.2
168953,Myeloid/lymphoid neoplasm associated with FGFR1 rearrangement,FGFR1,fibroblast growth factor receptor 1,8p11.23
168950,Myeloid/lymphoid neoplasm associated with PDGFRB rearrangement,PDGFRB,platelet derived growth factor receptor beta,5q32
168947,Myeloid/lymphoid neoplasm associated with PDGFRA rearrangement,PDGFRA,platelet derived growth factor receptor alpha,4q12
168940,Chronic eosinophilic leukemia,FIP1L1,factor interacting with PAPOLA and CPSF1,4q12
168940,Chronic eosinophilic leukemia,PDGFRA,platelet derived growth factor receptor alpha,4q12
2609,Isolated complex I deficiency,TMEM126B,transmembrane protein 126B,11q14.1
2609,Isolated complex I deficiency,NDUFAF8,NADH:ubiquinone oxidoreductase complex assembly factor 8,17q25.3
2609,Isolated complex I deficiency,TIMMDC1,translocase of inner mitochondrial membrane domain containing 1,3q13.33
2609,Isolated complex I deficiency,NDUFB11,NADH:ubiquinone oxidoreductase subunit B11,Xp11.3
2609,Isolated complex I deficiency,NDUFA6,NADH:ubiquinone oxidoreductase subunit A6,22q13.2
2609,Isolated complex I deficiency,MT-ND1,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1,mitochondria
2609,Isolated complex I deficiency,MT-ND2,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2,mitochondria
2609,Isolated complex I deficiency,MT-ND3,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3,mitochondria
2609,Isolated complex I deficiency,NDUFAF2,NADH:ubiquinone oxidoreductase complex assembly factor 2,5q12.1
2609,Isolated complex I deficiency,NDUFS1,NADH:ubiquinone oxidoreductase core subunit S1,2q33.3
2609,Isolated complex I deficiency,NDUFS2,NADH:ubiquinone oxidoreductase core subunit S2,1q23.3
2609,Isolated complex I deficiency,NDUFS3,NADH:ubiquinone oxidoreductase core subunit S3,11p11.2
2609,Isolated complex I deficiency,NDUFS4,NADH:ubiquinone oxidoreductase subunit S4,5q11.2
2609,Isolated complex I deficiency,NDUFS6,NADH:ubiquinone oxidoreductase subunit S6,5p15.33
2609,Isolated complex I deficiency,NDUFS7,NADH:ubiquinone oxidoreductase core subunit S7,19p13.3
2609,Isolated complex I deficiency,NDUFS8,NADH:ubiquinone oxidoreductase core subunit S8,11q13.2
2609,Isolated complex I deficiency,NDUFV1,NADH:ubiquinone oxidoreductase core subunit V1,11q13.2
